Approval Date,Drug Name,Submission,Active Ingredients,Sponsor
05/29/2020,TYBLUMENDA   #209405,SUPPL-1,ETHINYL ESTRADIOL; LEVONORGESTREL,EXELTIS USA INC
05/29/2020,CLONIDINE HYDROCHLORIDEANDA  #210052,SUPPL-1,CLONIDINE HYDROCHLORIDE,AMNEAL PHARMS NY
05/29/2020,CLONIDINE HYDROCHLORIDEANDA  #210680,SUPPL-1,CLONIDINE HYDROCHLORIDE,DR REDDYS LABS SA
05/29/2020,LORBRENANDA   #210868,SUPPL-1,LORLATINIB,PFIZER
05/29/2020,SILDENAFIL CITRATEANDA  #211534,ORIG-1,SILDENAFIL CITRATE,TEVA PHARMS USA
05/29/2020,ARTESUNATENDA   #213170,ORIG-1,ARTESUNATE,LA JOLLA PHARMA
05/29/2020,ORIAHNN (COPACKAGED)NDA   #213388,ORIG-1,"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM",ABBVIE
05/29/2020,TECENTRIQBLA   #761034,SUPPL-25,ATEZOLIZUMAB,GENENTECH INC
05/29/2020,TRUXIMABLA   #761088,SUPPL-9,RITUXIMAB-ABBS,CELLTRION INC
05/31/2020,FUROSEMIDEANDA  #076796,SUPPL-16,FUROSEMIDE,PRINSTON INC
05/31/2020,FUROSEMIDEANDA  #076796,SUPPL-20,FUROSEMIDE,PRINSTON INC
06/01/2020,KETOTIFEN FUMARATEANDA  #204059,ORIG-1,KETOTIFEN FUMARATE,UNICHEM
06/01/2020,OMEPRAZOLE MAGNESIUMANDA  #206582,ORIG-1,OMEPRAZOLE MAGNESIUM,P AND L
06/01/2020,ROCKLATANNDA   #208259,SUPPL-1,LATANOPROST; NETARSUDIL DIMESYLATE,ALCON LABS INC
06/01/2020,ROCKLATANNDA   #208259,SUPPL-6,LATANOPROST; NETARSUDIL DIMESYLATE,ALCON LABS INC
06/01/2020,MELOXICAMANDA  #209487,ORIG-1,MELOXICAM,LUPIN LTD
06/01/2020,SEYSARANDA   #209521,SUPPL-7,SARECYCLINE HYDROCHLORIDE,ALMIRALL
06/01/2020,ATAZANAVIR SULFATEANDA  #209717,ORIG-1,ATAZANAVIR SULFATE,AMNEAL
06/01/2020,LEVOMILNACIPRANANDA  #210805,ORIG-1,LEVOMILNACIPRAN,MSN LABORATORIES PRIVATE LTD
06/01/2020,DOXYCYCLINE HYCLATEANDA  #211584,ORIG-1,DOXYCYCLINE HYCLATE,AJANTA PHARMA LTD
06/01/2020,MAGNESIUM SULFATE IN PLASTIC CONTAINERANDA  #211966,ORIG-1,MAGNESIUM SULFATE,BAXTER HLTHCARE CORP
06/01/2020,TRIAMCINOLONE ACETONIDEANDA  #212356,ORIG-1,TRIAMCINOLONE ACETONIDE,STRIDES PHARMA
06/01/2020,TREMFYABLA   #761061,SUPPL-9,GUSELKUMAB,JANSSEN BIOTECH
06/02/2020,VIGAMOXNDA   #021598,SUPPL-24,MOXIFLOXACIN HYDROCHLORIDE,HARROW EYE
06/02/2020,VOTRIENTNDA   #022465,SUPPL-28,PAZOPANIB HYDROCHLORIDE,NOVARTIS
06/02/2020,CYTARABINEANDA  #071868,SUPPL-32,CYTARABINE,HOSPIRA
06/02/2020,CYTARABINEANDA  #072168,SUPPL-30,CYTARABINE,HOSPIRA
06/02/2020,CYTARABINEANDA  #072945,SUPPL-25,CYTARABINE,HOSPIRA
06/02/2020,CLOMIPRAMINE HYDROCHLORIDEANDA  #074364,SUPPL-21,CLOMIPRAMINE HYDROCHLORIDE,CHARTWELL RX
06/02/2020,CLOMIPRAMINE HYDROCHLORIDEANDA  #074364,SUPPL-24,CLOMIPRAMINE HYDROCHLORIDE,CHARTWELL RX
06/02/2020,CLOMIPRAMINE HYDROCHLORIDEANDA  #074364,SUPPL-27,CLOMIPRAMINE HYDROCHLORIDE,CHARTWELL RX
06/02/2020,CLOMIPRAMINE HYDROCHLORIDEANDA  #074953,SUPPL-3,CLOMIPRAMINE HYDROCHLORIDE,SANDOZ
06/02/2020,CLOMIPRAMINE HYDROCHLORIDEANDA  #074953,SUPPL-6,CLOMIPRAMINE HYDROCHLORIDE,SANDOZ
06/02/2020,CYTARABINEANDA  #075383,SUPPL-18,CYTARABINE,HOSPIRA
06/02/2020,LEVOFLOXACINANDA  #090787,SUPPL-11,LEVOFLOXACIN,APOTEX INC
06/02/2020,LEVOFLOXACINANDA  #090787,SUPPL-12,LEVOFLOXACIN,APOTEX INC
06/02/2020,IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #203072,SUPPL-5,HYDROCHLOROTHIAZIDE; IRBESARTAN,PRINSTON INC
06/02/2020,MEMANTINE HYDROCHLORIDEANDA  #206028,SUPPL-3,MEMANTINE HYDROCHLORIDE,LUPIN LTD
06/02/2020,MEMANTINE HYDROCHLORIDEANDA  #206028,SUPPL-8,MEMANTINE HYDROCHLORIDE,LUPIN LTD
06/02/2020,NAFCILLIN SODIUMANDA  #206761,ORIG-1,NAFCILLIN SODIUM,FRESENIUS
06/02/2020,DOXYCYCLINE HYCLATEANDA  #207558,SUPPL-3,DOXYCYCLINE HYCLATE,NOVEL LABS INC
06/02/2020,ESOMEPRAZOLE MAGNESIUMANDA  #211977,ORIG-1,ESOMEPRAZOLE MAGNESIUM,HETERO LABS LTD III
06/02/2020,ESOMEPRAZOLE MAGNESIUMANDA  #212507,ORIG-1,ESOMEPRAZOLE MAGNESIUM,HETERO LABS LTD III
06/02/2020,FEBUXOSTATANDA  #213069,ORIG-1,FEBUXOSTAT,SUNSHINE
06/02/2020,"OXYGEN, USPNDA   #214857",ORIG-1,OXYGEN,AIR LIQUIDE CANADA INC
06/03/2020,AMOXICILLINANDA  #064076,SUPPL-30,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #064076,SUPPL-31,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065228,SUPPL-11,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065228,SUPPL-12,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065378,SUPPL-11,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065378,SUPPL-12,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065387,SUPPL-12,AMOXICILLIN,SANDOZ
06/03/2020,AMOXICILLINANDA  #065387,SUPPL-13,AMOXICILLIN,SANDOZ
06/03/2020,KETAMINE HYDROCHLORIDEANDA  #074524,SUPPL-14,KETAMINE HYDROCHLORIDE,HIKMA
06/03/2020,KETAMINE HYDROCHLORIDEANDA  #074524,SUPPL-15,KETAMINE HYDROCHLORIDE,HIKMA
06/03/2020,LEFLUNOMIDEANDA  #077087,SUPPL-14,LEFLUNOMIDE,WANBANG BIOPHARMS
06/03/2020,IRINOTECAN HYDROCHLORIDEANDA  #078589,SUPPL-10,IRINOTECAN HYDROCHLORIDE,ACTAVIS TOTOWA
06/03/2020,IRINOTECAN HYDROCHLORIDEANDA  #078589,SUPPL-12,IRINOTECAN HYDROCHLORIDE,ACTAVIS TOTOWA
06/03/2020,IRINOTECAN HYDROCHLORIDEANDA  #203380,SUPPL-3,IRINOTECAN HYDROCHLORIDE,QILU PHARM HAINAN
06/03/2020,IRINOTECAN HYDROCHLORIDEANDA  #203380,SUPPL-4,IRINOTECAN HYDROCHLORIDE,QILU PHARM HAINAN
06/03/2020,YONDELISNDA   #207953,SUPPL-6,TRABECTEDIN,JANSSEN PRODS
06/03/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #208682,SUPPL-2,MOXIFLOXACIN HYDROCHLORIDE,MSN
06/03/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #208682,SUPPL-3,MOXIFLOXACIN HYDROCHLORIDE,MSN
06/03/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #208682,SUPPL-5,MOXIFLOXACIN HYDROCHLORIDE,MSN
06/03/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #209307,ORIG-1,DEXMEDETOMIDINE HYDROCHLORIDE,GLAND PHARMA LTD
06/03/2020,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATEANDA  #210789,ORIG-1,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,DR REDDYS LABS SA
06/03/2020,XERAVANDA   #211109,SUPPL-4,ERAVACYCLINE DIHYDROCHLORIDE,TETRAPHASE PHARMS
06/03/2020,HALOBETASOL PROPIONATEANDA  #211464,ORIG-1,HALOBETASOL PROPIONATE,PADAGIS ISRAEL
06/04/2020,GLEOSTINENDA   #017588,SUPPL-46,LOMUSTINE,LATINA PHARMA
06/04/2020,CEFOTAXIMEANDA  #065072,SUPPL-12,CEFOTAXIME SODIUM,HIKMA
06/04/2020,CEFOTAXIMEANDA  #065072,SUPPL-14,CEFOTAXIME SODIUM,HIKMA
06/04/2020,PRAVASTATIN SODIUMANDA  #076939,SUPPL-18,PRAVASTATIN SODIUM,WATSON LABS
06/04/2020,PRAVASTATIN SODIUMANDA  #077013,SUPPL-3,PRAVASTATIN SODIUM,NORVIUM BIOSCIENCE
06/04/2020,PRAVASTATIN SODIUMANDA  #079187,SUPPL-4,PRAVASTATIN SODIUM,NORVIUM BIOSCIENCE
06/04/2020,INLYTANDA   #202324,SUPPL-11,AXITINIB,PF PRISM CV
06/04/2020,DROSPIRENONE AND ETHINYL ESTRADIOLANDA  #202594,SUPPL-2,DROSPIRENONE; ETHINYL ESTRADIOL,XIROMED
06/04/2020,DROSPIRENONE AND ETHINYL ESTRADIOLANDA  #203291,SUPPL-1,DROSPIRENONE; ETHINYL ESTRADIOL,HLTHCARE
06/04/2020,XIIDRANDA   #208073,SUPPL-5,LIFITEGRAST,BAUSCH AND LOMB INC
06/04/2020,MYXREDLINBLA   #208157,SUPPL-2,INSULIN HUMAN,BAXTER HLTHCARE CORP
06/04/2020,DEXYCU KITNDA   #208912,SUPPL-2,DEXAMETHASONE,EYEPOINT PHARMS
06/04/2020,ATAZANAVIR SULFATEANDA  #210575,ORIG-1,ATAZANAVIR SULFATE,ZYDUS PHARMS
06/04/2020,PROGESTERONEANDA  #210965,SUPPL-1,PROGESTERONE,EUGIA PHARMA
06/04/2020,AZITHROMYCINANDA  #211791,SUPPL-1,AZITHROMYCIN,ALEMBIC
06/04/2020,AZITHROMYCINANDA  #211792,SUPPL-1,AZITHROMYCIN,ALEMBIC
06/04/2020,RECARBRIONDA   #212819,SUPPL-2,CILASTATIN SODIUM; IMIPENEM; RELEBACTAM,MSD MERCK CO
06/04/2020,METHYLPHENIDATE HYDROCHLORIDEANDA  #213567,ORIG-1,METHYLPHENIDATE HYDROCHLORIDE,QUAGEN
06/04/2020,ZOLPIDEM TARTRATEANDA  #213592,ORIG-1,ZOLPIDEM TARTRATE,BRECKENRIDGE
06/05/2020,GOLYTELYNDA   #019011,SUPPL-31,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,BRAINTREE
06/05/2020,PRIFTINNDA   #021024,SUPPL-17,RIFAPENTINE,SANOFI AVENTIS US
06/05/2020,PRIFTINNDA   #021024,SUPPL-18,RIFAPENTINE,SANOFI AVENTIS US
06/05/2020,CAPRELSANDA   #022405,SUPPL-16,VANDETANIB,GENZYME CORP
06/05/2020,LORAZEPAMANDA  #076150,SUPPL-3,LORAZEPAM,INTL MEDICATION SYS
06/05/2020,FLUVASTATIN SODIUMANDA  #078407,SUPPL-3,FLUVASTATIN SODIUM,TEVA PHARMS
06/05/2020,ZALTRAPBLA   #125418,SUPPL-47,ZIV-AFLIBERCEPT,SANOFI AVENTIS US
06/05/2020,NATPARABLA   #125511,SUPPL-21,PARATHYROID HORMONE,NPS PHARMS INC
06/05/2020,DEXAMETHASONE SODIUM PHOSPHATEANDA  #210966,ORIG-1,DEXAMETHASONE SODIUM PHOSPHATE,EUGIA PHARMA
06/05/2020,PHENYLEPHRINE HYDROCHLORIDEANDA  #211920,ORIG-1,PHENYLEPHRINE HYDROCHLORIDE,GLAND PHARMA LTD
06/05/2020,IMFINZIBLA   #761069,SUPPL-20,DURVALUMAB,ASTRAZENECA UK LTD
06/07/2020,CYKLOKAPRONNDA   #019281,SUPPL-44,TRANEXAMIC ACID,PFIZER
06/08/2020,TOPAMAXNDA   #020505,SUPPL-61,TOPIRAMATE,JANSSEN PHARMS
06/08/2020,TOPAMAXNDA   #020844,SUPPL-52,TOPIRAMATE,JANSSEN PHARMS
06/08/2020,TOPAMAX SPRINKLENDA   #020844,SUPPL-52,TOPIRAMATE,JANSSEN PHARMS
06/08/2020,CEFOTAXIMEANDA  #065071,SUPPL-11,CEFOTAXIME SODIUM,HIKMA
06/08/2020,CEFOTAXIMEANDA  #065071,SUPPL-12,CEFOTAXIME SODIUM,HIKMA
06/08/2020,CEFOTAXIMEANDA  #065071,SUPPL-14,CEFOTAXIME SODIUM,HIKMA
06/08/2020,LOPERAMIDE HYDROCHLORIDEANDA  #075232,SUPPL-44,LOPERAMIDE HYDROCHLORIDE,L PERRIGO CO
06/08/2020,LOPERAMIDE HYDROCHLORIDEANDA  #075232,SUPPL-46,LOPERAMIDE HYDROCHLORIDE,L PERRIGO CO
06/08/2020,ECONAZOLE NITRATEANDA  #076005,SUPPL-10,ECONAZOLE NITRATE,TARO
06/08/2020,GANCICLOVIR SODIUMANDA  #090658,SUPPL-3,GANCICLOVIR SODIUM,FRESENIUS KABI USA
06/08/2020,GANCICLOVIR SODIUMANDA  #090658,SUPPL-4,GANCICLOVIR SODIUM,FRESENIUS KABI USA
06/08/2020,HEPARIN SODIUMANDA  #091682,SUPPL-7,HEPARIN SODIUM,SANDOZ
06/08/2020,HEPARIN SODIUMANDA  #201002,SUPPL-5,HEPARIN SODIUM,SANDOZ
06/08/2020,BINOSTONDA   #202344,SUPPL-13,ALENDRONATE SODIUM,RADIUS
06/08/2020,MARQIBO KITNDA   #202497,SUPPL-11,VINCRISTINE SULFATE,ACROTECH
06/08/2020,GANCICLOVIR SODIUMANDA  #202624,SUPPL-2,GANCICLOVIR SODIUM,AM REGENT
06/08/2020,GANCICLOVIR SODIUMANDA  #202624,SUPPL-3,GANCICLOVIR SODIUM,AM REGENT
06/08/2020,GANCICLOVIR SODIUMANDA  #204950,SUPPL-2,GANCICLOVIR SODIUM,ENDO OPERATIONS
06/08/2020,EVEROLIMUSANDA  #207486,ORIG-1,EVEROLIMUS,HIKMA
06/08/2020,AZACITIDINEANDA  #209337,ORIG-1,AZACITIDINE,EUROHLTH INTL SARL
06/08/2020,ECONAZOLE NITRATEANDA  #210364,SUPPL-2,ECONAZOLE NITRATE,AUROBINDO PHARMA USA
06/08/2020,EVEROLIMUSANDA  #212936,ORIG-1,EVEROLIMUS,MYLAN
06/08/2020,SUCCINYLCHOLINE CHLORIDEANDA  #213432,ORIG-1,SUCCINYLCHOLINE CHLORIDE,AMPHASTAR PHARMS INC
06/09/2020,PRIFTINNDA   #021024,SUPPL-20,RIFAPENTINE,SANOFI AVENTIS US
06/09/2020,LASTACAFTNDA   #022134,SUPPL-7,ALCAFTADINE,ABBVIE
06/09/2020,BRIDIONNDA   #022225,SUPPL-6,SUGAMMADEX SODIUM,MSD SUB MERCK
06/09/2020,TRAZODONE HYDROCHLORIDEANDA  #071514,SUPPL-22,TRAZODONE HYDROCHLORIDE,ALVOGEN
06/09/2020,TRAZODONE HYDROCHLORIDEANDA  #071636,SUPPL-30,TRAZODONE HYDROCHLORIDE,ALVOGEN
06/09/2020,BUPIVACAINE HYDROCHLORIDEANDA  #071810,SUPPL-21,BUPIVACAINE HYDROCHLORIDE,HOSPIRA
06/09/2020,LORAZEPAMANDA  #074243,SUPPL-18,LORAZEPAM,HOSPIRA
06/09/2020,LORAZEPAMANDA  #074243,SUPPL-19,LORAZEPAM,HOSPIRA
06/09/2020,BETAMETHASONE DIPROPIONATEANDA  #074304,SUPPL-25,BETAMETHASONE DIPROPIONATE,ACTAVIS MID ATLANTIC
06/09/2020,BETAMETHASONE DIPROPIONATEANDA  #074304,SUPPL-26,BETAMETHASONE DIPROPIONATE,ACTAVIS MID ATLANTIC
06/09/2020,BETAMETHASONE DIPROPIONATEANDA  #075373,SUPPL-11,BETAMETHASONE DIPROPIONATE,FOUGERA PHARMS
06/09/2020,BETAMETHASONE DIPROPIONATEANDA  #075373,SUPPL-12,BETAMETHASONE DIPROPIONATE,FOUGERA PHARMS
06/09/2020,PROLIABLA   #125320,SUPPL-203,DENOSUMAB,AMGEN
06/09/2020,XGEVABLA   #125320,SUPPL-203,DENOSUMAB,AMGEN
06/09/2020,CISATRACURIUM BESYLATEANDA  #200159,SUPPL-7,CISATRACURIUM BESYLATE,SANDOZ INC
06/09/2020,LAMOTRIGINEANDA  #202383,SUPPL-10,LAMOTRIGINE,DR REDDYS LABS LTD
06/09/2020,LAMOTRIGINEANDA  #202383,SUPPL-11,LAMOTRIGINE,DR REDDYS LABS LTD
06/09/2020,ZOLMITRIPTANANDA  #202890,SUPPL-8,ZOLMITRIPTAN,ZYDUS PHARMS USA INC
06/09/2020,LAMOTRIGINEANDA  #207497,SUPPL-2,LAMOTRIGINE,AMNEAL PHARMS
06/09/2020,LAMOTRIGINEANDA  #207497,SUPPL-3,LAMOTRIGINE,AMNEAL PHARMS
06/09/2020,ERTAPENEM SODIUMANDA  #207647,SUPPL-4,ERTAPENEM SODIUM,SAVIOR LIFETEC CORP
06/09/2020,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERANDA  #207956,SUPPL-4,SODIUM CHLORIDE,LABORATORIOS GRIFOLS
06/09/2020,ETHACRYNATE SODIUMANDA  #208663,ORIG-1,ETHACRYNATE SODIUM,STERIMAX
06/09/2020,ERTAPENEM SODIUMANDA  #209133,SUPPL-3,ERTAPENEM SODIUM,EUGIA PHARMA
06/09/2020,CLOBAZAMANDA  #209853,ORIG-1,CLOBAZAM,APOTEX
06/09/2020,BEOVUBLA   #761125,SUPPL-4,brolucizumab-dbll,NOVARTIS PHARMS CORP
06/10/2020,MYSOLINENDA   #009170,SUPPL-40,PRIMIDONE,VALEANT
06/10/2020,LIPIODOLNDA   #009190,SUPPL-29,ETHIODIZED OIL,GUERBET
06/10/2020,LIPIODOLNDA   #009190,SUPPL-31,ETHIODIZED OIL,GUERBET
06/10/2020,POTASSIUM CHLORIDEANDA  #077419,SUPPL-18,POTASSIUM CHLORIDE,ACTAVIS LABS FL INC
06/10/2020,LEVOFLOXACINANDA  #078424,SUPPL-19,LEVOFLOXACIN,LUPIN
06/10/2020,LEVOFLOXACINANDA  #078424,SUPPL-20,LEVOFLOXACIN,LUPIN
06/10/2020,MINOXIDILANDA  #091344,SUPPL-20,MINOXIDIL,PERRIGO PHARMA INTL
06/10/2020,OPDIVOBLA   #125554,SUPPL-81,NIVOLUMAB,BRISTOL MYERS SQUIBB
06/10/2020,POTASSIUM CHLORIDEANDA  #200185,SUPPL-6,POTASSIUM CHLORIDE,PADAGIS US
06/10/2020,SODIUM NITROPRUSSIDEANDA  #210882,SUPPL-1,SODIUM NITROPRUSSIDE,SOMERSET THERAPS LLC
06/10/2020,ALBENDAZOLEANDA  #211636,ORIG-1,ALBENDAZOLE,CHARTWELL RX
06/10/2020,FLUOXETINE HYDROCHLORIDEANDA  #213265,ORIG-1,FLUOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD
06/10/2020,NYVEPRIABLA   #761111,ORIG-1,PEGFILGRASTIM-APGF,HOSPIRA INC
06/11/2020,FENTANYL CITRATE PRESERVATIVE FREEANDA  #072786,SUPPL-14,FENTANYL CITRATE,HOSPIRA
06/11/2020,FENTANYL CITRATE PRESERVATIVE FREEANDA  #072786,SUPPL-16,FENTANYL CITRATE,HOSPIRA
06/11/2020,FENTANYL CITRATE PRESERVATIVE FREEANDA  #072786,SUPPL-26,FENTANYL CITRATE,HOSPIRA
06/11/2020,BETAMETHASONE DIPROPIONATEANDA  #076753,SUPPL-9,BETAMETHASONE DIPROPIONATE,TARO
06/11/2020,ZIDOVUDINEANDA  #077268,SUPPL-14,ZIDOVUDINE,AUROBINDO
06/11/2020,ZIDOVUDINEANDA  #077268,SUPPL-15,ZIDOVUDINE,AUROBINDO
06/11/2020,ZIDOVUDINEANDA  #077268,SUPPL-16,ZIDOVUDINE,AUROBINDO
06/11/2020,ZIDOVUDINEANDA  #077268,SUPPL-18,ZIDOVUDINE,AUROBINDO
06/11/2020,MICONAZOLE NITRATEANDA  #079114,SUPPL-14,MICONAZOLE NITRATE,PERRIGO R AND D
06/11/2020,LAMIVUDINEANDA  #090198,SUPPL-14,LAMIVUDINE,MACLEODS PHARMS LTD
06/11/2020,NYLIA 7/7/7ANDA  #207054,SUPPL-1,ETHINYL ESTRADIOL; NORETHINDRONE,AUROBINDO PHARMA
06/11/2020,SEMGLEEBLA   #210605,ORIG-1,INSULIN GLARGINE,MYLAN PHARMS INC
06/11/2020,SODIUM NITROPRUSSIDEANDA  #210763,SUPPL-2,SODIUM NITROPRUSSIDE,MYLAN LABS LTD
06/11/2020,LEVETIRACETAMANDA  #212688,ORIG-1,LEVETIRACETAM,OVERSEAS
06/11/2020,SILDENAFIL CITRATEANDA  #213032,ORIG-1,SILDENAFIL CITRATE,SUNSHINE
06/11/2020,PHENYLEPHRINE HYDROCHLORIDEANDA  #213318,ORIG-1,PHENYLEPHRINE HYDROCHLORIDE,CAPLIN
06/11/2020,ERELZIBLA   #761042,SUPPL-12,ETANERCEPT-SZZS,SANDOZ
06/11/2020,UPLIZNABLA   #761142,ORIG-1,INEBILIZUMAB-CDON,VIELA BIO
06/12/2020,STRENSIQBLA   #125513,SUPPL-18,ASFOTASE ALFA,ALEXION PHARM
06/12/2020,LATANOPROSTANDA  #200925,SUPPL-4,LATANOPROST,AMRING PHARMS
06/12/2020,LATANOPROSTANDA  #200925,SUPPL-5,LATANOPROST,AMRING PHARMS
06/12/2020,DICLOFENAC SODIUMANDA  #202769,SUPPL-3,DICLOFENAC SODIUM,PAI HOLDINGS PHARM
06/12/2020,TIVICAYNDA   #204790,SUPPL-25,DOLUTEGRAVIR SODIUM,VIIV HLTHCARE
06/12/2020,SILDENAFIL CITRATEANDA  #208494,ORIG-1,SILDENAFIL CITRATE,REYOUNG
06/12/2020,VENCLEXTANDA   #208573,SUPPL-17,VENETOCLAX,ABBVIE
06/12/2020,IRINOTECAN HYDROCHLORIDEANDA  #208718,SUPPL-5,IRINOTECAN HYDROCHLORIDE,SHILPA
06/12/2020,SUCCINYLCHOLINE CHLORIDEANDA  #213229,ORIG-1,SUCCINYLCHOLINE CHLORIDE,HIKMA
06/12/2020,FENOFIBRATEANDA  #213864,ORIG-1,FENOFIBRATE,MANKIND PHARMA
06/12/2020,TIVICAY PDNDA   #213983,ORIG-1,DOLUTEGRAVIR SODIUM,VIIV HLTHCARE
06/15/2020,LEVOPHEDNDA   #007513,SUPPL-38,NOREPINEPHRINE BITARTRATE,HOSPIRA
06/15/2020,CAPRELSANDA   #022405,SUPPL-17,VANDETANIB,GENZYME CORP
06/15/2020,BUPRENORPHINE HYDROCHLORIDEANDA  #076931,SUPPL-12,BUPRENORPHINE HYDROCHLORIDE,HIKMA
06/15/2020,BETAMETHASONE DIPROPIONATEANDA  #077111,SUPPL-6,BETAMETHASONE DIPROPIONATE,FOUGERA PHARMS
06/15/2020,BETAMETHASONE DIPROPIONATEANDA  #077111,SUPPL-7,BETAMETHASONE DIPROPIONATE,FOUGERA PHARMS
06/15/2020,BETAMETHASONE DIPROPIONATEANDA  #077477,SUPPL-9,BETAMETHASONE DIPROPIONATE,TARO
06/15/2020,SIMVASTATINANDA  #090383,SUPPL-11,SIMVASTATIN,MICRO LABS
06/15/2020,SUBLOCADENDA   #209819,SUPPL-16,BUPRENORPHINE,INDIVIOR
06/15/2020,OMEGA-3-ACID ETHYL ESTERSANDA  #210093,ORIG-1,OMEGA-3-ACID ETHYL ESTERS,PURACAP PHARM LLC
06/15/2020,GEMCITABINE HYDROCHLORIDEANDA  #210383,SUPPL-2,GEMCITABINE HYDROCHLORIDE,NOVAST LABS
06/15/2020,DEFERASIROXANDA  #210727,ORIG-2,DEFERASIROX,STEVENS J
06/15/2020,DEFERASIROXANDA  #211383,ORIG-2,DEFERASIROX,ZYDUS PHARMS
06/15/2020,DEFERASIROXANDA  #211641,ORIG-2,DEFERASIROX,SUN PHARM
06/15/2020,DEFERASIROXANDA  #211824,ORIG-2,DEFERASIROX,ALEMBIC
06/15/2020,DEFERASIROXANDA  #211852,ORIG-2,DEFERASIROX,CIPLA
06/15/2020,DEFERASIROXANDA  #212995,ORIG-2,DEFERASIROX,PIRAMAL
06/15/2020,ZEPZELCANDA   #213702,ORIG-1,LURBINECTEDIN,JAZZ
06/15/2020,LYUMJEVBLA   #761109,ORIG-1,INSULIN LISPRO-AABC,ELI LILLY AND CO
06/16/2020,ELMIRONNDA   #020193,SUPPL-14,PENTOSAN POLYSULFATE SODIUM,JANSSEN PHARMS
06/16/2020,AZILECTNDA   #021641,SUPPL-21,RASAGILINE MESYLATE,TEVA
06/16/2020,MYCOPHENOLATE MOFETILANDA  #065410,SUPPL-13,MYCOPHENOLATE MOFETIL,HIKMA
06/16/2020,MYCOPHENOLATE MOFETILANDA  #065413,SUPPL-14,MYCOPHENOLATE MOFETIL,HIKMA
06/16/2020,ILARISBLA   #125319,SUPPL-97,CANAKINUMAB,NOVARTIS PHARMS
06/16/2020,COSENTYXBLA   #125504,SUPPL-35,SECUKINUMAB,NOVARTIS PHARMS CORP
06/16/2020,KEYTRUDABLA   #125514,SUPPL-71,PEMBROLIZUMAB,MERCK SHARP DOHME
06/16/2020,KEYTRUDABLA   #125514,SUPPL-90,PEMBROLIZUMAB,MERCK SHARP DOHME
06/16/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #201072,SUPPL-1,DEXMEDETOMIDINE HYDROCHLORIDE,FRESENIUS KABI USA
06/16/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #201072,SUPPL-2,DEXMEDETOMIDINE HYDROCHLORIDE,FRESENIUS KABI USA
06/16/2020,ENTECAVIRANDA  #202122,SUPPL-8,ENTECAVIR,TEVA PHARMS USA
06/16/2020,BEXAROTENEANDA  #203663,ORIG-1,BEXAROTENE,HIKMA
06/16/2020,OLOPATADINE HYDROCHLORIDEANDA  #204620,ORIG-1,OLOPATADINE HYDROCHLORIDE,RISING
06/16/2020,ENTECAVIRANDA  #206652,SUPPL-6,ENTECAVIR,AMNEAL PHARMS
06/16/2020,SPINRAZANDA   #209531,SUPPL-10,NUSINERSEN SODIUM,BIOGEN IDEC
06/16/2020,DEFERASIROXANDA  #210945,ORIG-2,DEFERASIROX,MSN
06/16/2020,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDEANDA  #211170",ORIG-1,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,WES PHARMA INC
06/16/2020,PREDNISONEANDA  #213385,ORIG-1,PREDNISONE,AMNEAL
06/16/2020,FENOFIBRIC ACIDANDA  #213450,ORIG-1,CHOLINE FENOFIBRATE,MICRO LABS
06/16/2020,SUCCINYLCHOLINE CHLORIDEANDA  #214246,ORIG-1,SUCCINYLCHOLINE CHLORIDE,GLAND PHARMA LTD
06/16/2020,MYLOTARGBLA   #761060,SUPPL-4,GEMTUZUMAB OZOGAMICIN,WYETH PHARMS INC
06/17/2020,EPI E Z PEN JRNDA   #019430,SUPPL-89,EPINEPHRINE,MYLAN SPECIALITY LP
06/17/2020,EPIPENNDA   #019430,SUPPL-89,EPINEPHRINE,MYLAN SPECIALITY LP
